"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","240169","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","E.B.Souza & F.F.Araújo","2017-01-01T00:00:00.000+0000",NA,"100","Araújo, F.F.",2017,1,8,"Brazil","Ceará","Graça","Sítio Santa Clara.",-40.819722,-3.963333,"Área de caatinga fechada com solo rochoso. Floresta caducifólia (mata seca). Área antropizada.","BRA:UEFS:HUEFS:0000240169","Pterocarpus zehntneri Harms"
"2",NA,"UEFS","HUEFS","235594","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,NA,"122","Mizushima, M.",2017,4,15,"Brazil","Piauí","Sete Cidades",NA,-41.713889,-4.099722,"Caatinga","BRA:UEFS:HUEFS:0000235594","Pterocarpus zehntneri Harms"
"3",NA,"UEFS","HUEFS","241482","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","F.F.Araújo","2017-05-01T00:00:00.000+0000",NA,"216","Araújo, F.F.",2017,5,14,"Brazil","Ceará","Graça","Sítio Santa Clara.",-40.812778,-3.968333,"Área de caatinga fechada com solo rochoso, Floresta estacional caducifólia semidecidua (mata seca).","BRA:UEFS:HUEFS:0000241482","Pterocarpus zehntneri Harms"
"5",NA,"UFPI","TEPB","31116","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","D. Silva","2016-09-21T00:00:00.000+0000",NA,"161","D. Silva",2016,1,26,"Brazil","Piauí","Buriti dos Lopes","Fazenda Mucambo Velho",-41.702556,-3.366278,"árvore, flor amarela Ambiente: Cerrado ecotonal <ll>dwc_commonname:</ll> pau-de-sangue","BRA:UFPI:TEPB:0000031116","Pterocarpus zehntneri Harms"
"7",NA,"Universidade Federal do Ceará, UFC","EAC","59875","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Guedes, M.L.","2015-11-01T00:00:00.000+0000",NA,"24222","Guedes, M.L.",2015,10,8,"Brazil","Ceará",NA,NA,-41.618889,-3.910833,"Arvoreta: de ca. 3 m de altura. Frutos sâmara, passadas.; Caatinga.","BRA:UFC:EAC:0000059875","Pterocarpus zehntneri Harms"
"9",NA,"Universidade Federal do Ceará, UFC","EAC","56065","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Castro, A.S.F.","2014-01-01T00:00:00.000+0000",NA,"2772","Castro, A.S.F.",2014,1,2,"Brazil","Ceará","Graça","Lagoa do Boi",0,0,"Árvore; flor creme.","BRA:UFC:EAC:0000056065","Pterocarpus zehntneri Harms"
"10",NA,"Universidade Federal do Ceará, UFC","EAC","44556","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Castro, A.S.F.","2008-11-10T00:00:00.000+0000",NA,"2131","Castro, A.S.F.",2008,10,26,"Brazil","Piauí","Redenção do Gurguéia","Sítio próx. à zona urbana",0,0,"Árvore, flor amarela; Mata semidecídua","BRA:UFC:EAC:0000044556","Pterocarpus zehntneri Harms"
"11",NA,"UEFS","HUEFS","219456","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","L.P.Queiroz","2016-05-01T00:00:00.000+0000",NA,"3747","Pereira, B.A.S.",2006,10,20,"Brazil","Bahia","Bom Jesus da Lapa","Afloramento de calcário onde situa a caverna que abriga a Catedral do Senhor do Bom Jesus da Lapa.",-43.421389,-13.258889,"Floresta estacional decidual.","BRA:UEFS:HUEFS:0000219456","Pterocarpus zehntneri Harms"
"12",NA,"UEFS","HUEFS","66073","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","L.P.de Queiroz","2002-12-01T00:00:00.000+0000",NA,"1253","Ferreira, M.C.",2002,5,4,"Brazil","Bahia","Bom Jesus da Lapa","BA-160",-43.542778,-13.267778,"Savana Estépica (Caatinga).","BRA:UEFS:HUEFS:0000066073","Pterocarpus zehntneri Harms"
"14",NA,"Universidade Federal da Bahia (UFBA)","ALCB","54406","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Guedes, ML","2001-10-01T00:00:00.000+0000",NA,"401","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML",2001,6,2,"Brazil","Bahia","Rio de Contas","Chapada Diamantina, Assentamento Boqueirão, área de lote",-41.283889,-12.241111,NA,"BRA:UFBA:ALCB:0000054406","Pterocarpus zehntneri Harms"
"15",NA,"Universidade Federal do Ceará, UFC","EAC","23580","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Queiroz, L.P.","2006-05-01T00:00:00.000+0000",NA,"1166","Araújo, F.S.",1996,1,27,"Brazil","Ceará","Ubajara","Jaburuna Sul, pl Ibiapaba. Arbóreo",0,0,". Flor Laranja.; Carrasco","BRA:UFC:EAC:0000023580","Pterocarpus zehntneri Harms"
"16",NA,"UEFS","HUEFS","139531","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,NA,NA,"Araújo, F.S.",1995,1,5,"Brazil","Ceará","Ubajara","Jaburuna/Sul, Pl. da Ibiapaba.",NA,NA,NA,"BRA:UEFS:HUEFS:0000139531","Pterocarpus zehntneri Harms"
"17",NA,"Universidade Federal do Ceará, UFC","EAC","22460","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Queiroz, L.P.","2006-05-12T00:00:00.000+0000",NA,"s.n.","Araújo, F.S.",1995,1,5,"Brazil","Ceará","Ubajara","Jaburuna/Sul, Pl. da Ibiapaba.",0,0,"Arbusto. Flor Laranja.","BRA:UFC:EAC:0000022460","Pterocarpus zehntneri Harms"
"18",NA,"UEFS","HUEFS","22965","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","L.P.de Queiroz","1996-06-01T00:00:00.000+0000",NA,"63895","Hatschbach, G.",1995,10,26,"Brazil","Mato Grosso","Rio Branco","Rod. MT-434, trevo para Vila Progresso.",NA,NA,NA,"BRA:UEFS:HUEFS:0000022965","Pterocarpus zehntneri Harms"
"19","2007-03-15T11:10:38.000+0000","K","Herbarium","K000207443","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,NA,"9613","Thomas, W.W.; Carvalho, A.; Amorim, A.; Sant'Ana, S.; Lisboa, S.",1993,1,24,"Brazil",NA,"Teresina","36km N of Picos on BR-316 to Teresina",-41.8,-6.88,NA,"http://specimens.kew.org/herbarium/K000207443","Pterocarpus zehntneri Harms"
"22","2007-03-15T11:10:39.000+0000","K","Herbarium","K000207437","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,NA,"1348","Lewis, G.P.; Freire, F.M.T.; Lopes, A.S.; Teixeira, G.A.; Alcoforado, F.G.",1985,1,9,"Brazil",NA,"Valença do Piauí","27km from Valença do Piauí to Lagoa do Sítio",-41.67,-6.5,NA,"http://specimens.kew.org/herbarium/K000207437","Pterocarpus zehntneri Harms"
"23",NA,"Universidade Federal do Ceará, UFC","EAC","13895","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Queiroz, L.P.","2006-05-12T00:00:00.000+0000",NA,"s.n.","Fernandes, A.",1985,11,2,"Brazil","Maranhão","Buriti Bravo","Passagem franca.",0,0,"Árvore.. Flor Amarela","BRA:UFC:EAC:0000013895","Pterocarpus zehntneri Harms"
"24",NA,"UFPR","UPCB","13276","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Pinto, G. & Bautista, H.","1984-10-18T00:00:00.000+0000",NA,"859","Bautista, H.P.",1984,3,20,"Brazil","Bahia","Macaúbas","Próximo de Veredinha",-42.633333,-12.9,"Árvore, 6m (fanerófita), frutificação abundante, sâmaras grandes, castanhas. Pouco freqüente. Rel. rampas coluviais. Veg. Estepe (caatinga)..","BRA:UFPR:UPCB:0000013276","Pterocarpus zehntneri Harms"
"30","2007-03-15T11:10:38.000+0000","K","Herbarium","K000207439","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,NA,"07","Andrade, G.S.; Santos, M.M.",1984,4,3,"Brazil",NA,"Parnaguá","Próximo a Fazenda Conquista",-44.63,-10.08,NA,"http://specimens.kew.org/herbarium/K000207439","Pterocarpus zehntneri Harms"
"31",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","17120","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Camargo, R.","2004-01-01T00:00:00.000+0000",NA,"106","Santos, M.M.",1984,6,12,"Brazil","Bahia","Ibiquera","Próximo ao riacho Boa Sorte.",-40.966667,-12.55,"árvore (fanerófita), diâmetro à altura do peito 18 cm, diâmetro de copa 4 m, caule tortuoso, flor legume, 7,5m altura. Freqüência fraca. Convênio Projeto RADAMBRASIL/IBDF.","BRA:UFSC:FLOR:0000017120","Pterocarpus zehntneri Harms"
"33","2007-03-15T11:10:38.000+0000","K","Herbarium","K000207438","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,NA,"510","Mayo, S.; Carvalho, A.M.",1981,1,30,"Brazil",NA,NA,"Parque Nacional de Sete Cidades",NA,NA,NA,"http://specimens.kew.org/herbarium/K000207438","Pterocarpus zehntneri Harms"
"34","2007-03-15T11:10:38.000+0000","K","Herbarium","K000207441","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,NA,"37205","Krapovickas, A.; Cristóbal, C.L.",1981,1,30,"Brazil",NA,"Piripiri","Parque Nacional de Sete Cidades",NA,NA,NA,"http://specimens.kew.org/herbarium/K000207441","Pterocarpus zehntneri Harms"
"35","2017-10-10T20:39:02.000+0000","JBRJ","RB","RB00182310","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","H. C. de Lima & M.P.M. de Lima",NA,NA,"315","Adonias P. de Araújo",1980,6,13,"Brazil","Bahia","Lajedinho",NA,-41.116667,-12.466667,"Árvore (rebroto) de 1,5m de altura, caule cinza-escuro, frutos secos.","urn:catalog:JBRJ:RB:182310","Pterocarpus zehntneri Harms"
"37",NA,"SNSB-M","BSMvplantscoll","M-0198279 / 712101 / 360688","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,"SYNTYPE",NA,"Zehntner, L. (no. 3071)",1912,11,NA,"Brazil",NA,NA,"Bahia. Pedreiras West Bahia.",-55,-10,NA,"http://id.snsb.info/snsb/collection/654634/712101/360688","Pterocarpus zehntneri Harms"
"38","2016-03-29T09:43:55.000+0000","JBRJ","RB","RB00182300","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","H.C. Lima","2013-01-01T00:00:00.000+0000","SYNTYPE","580","Dr. Lehntner",1912,11,19,"Brazil","Bahia","Bahia","Lapa - Lagoa dos Patos.",NA,NA,NA,"urn:catalog:JBRJ:RB:182300","Pterocarpus zehntneri Harms"
"40",NA,"MN","R","66378","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Cardoso, D. & Lima, H.C.",NA,NA,"610","Zehntner, L.",1912,11,22,"Brazil","Bahia",NA,NA,NA,NA,NA,"BRA:MN:R:0000066378","Pterocarpus zehntneri Harms"
"41","2014-07-08T05:08:08.000+0000","JBRJ","RB","RB00182315","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","H.C. de Lima","2013-01-01T00:00:00.000+0000","SYNTYPE","559","Dr. Zehntner",1912,11,9,"Brazil","Bahia","Bahia","Pedreiras.",NA,NA,NA,"urn:catalog:JBRJ:RB:182315","Pterocarpus zehntneri Harms"
"42",NA,"MBM","MBM","102590","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Bautista, HP; Pinto, GCP",NA,NA,"859","Bautista, P; Salgado, CA",NA,NA,NA,"Brazil","Bahia","Macaúbas","Próximo de Veredinha",0,0,NA,"BRA:MBM:MBM:0000102590","Pterocarpus zehntneri Harms"
"43","2007-03-15T12:39:09.000+0000","K","Herbarium","K000207445","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,"LECTOTYPE","s.n.","Luetzelburg, Ph.von",NA,NA,NA,"Brazil",NA,NA,"Pedreiras",NA,NA,NA,"http://specimens.kew.org/herbarium/K000207445","Pterocarpus zehntneri Harms"
"44",NA,"B","FMNH-B-Types","2297","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms",NA,NA,"TYPE","4094","Zehntner",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Pterocarpus zehntneri Harms"
"47",NA,"MN","R","64398","Pterocarpus zehntneri Harms","Fabaceae","Pterocarpus","zehntneri","Harms","Ducke, W.A.",NA,NA,"418","Freire Allemão, F.",NA,NA,NA,"Brazil","Ceará",NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","BRA:MN:R:0000064398","Pterocarpus zehntneri Harms"
